Date,M&M_close,M& M_vol,M& M_returns,Maruti_close,Maruti_vol,Maruti_returns,TATA_close,TATA_vol,TATA_returns
2/18/2020,523.200012,2868873,-0.450012,6781.100098,830678,125.649902,161.600006,52744122,7.5
2/19/2020,526.400024,1952880,-3.200012,6756.600098,1033939,24.5,158.050003,78914233,3.550003
2/20/2020,524.849976,2077458,1.550048,6757.600098,682513,-1,158.5,54328194,-0.449997
2/24/2020,513.200012,1911411,11.649964,6470.399902,1091346,287.200196,150.649994,39706007,7.850006
2/25/2020,508.950012,2105613,4.25,6414.549805,964897,55.850097,149.899994,52719851,0.75
2/26/2020,503,3058370,5.950012,6234.850098,1580738,179.699707,144.550003,47605927,5.349991
2/27/2020,493.5,6039260,9.5,6289.799805,1492657,-54.949707,145.25,51328153,-0.699997
2/28/2020,457.049988,8613275,36.450012,6283.100098,1468843,6.699707,128.949997,94469619,16.300003
3/2/2020,458.299988,9225488,-1.25,6285.149902,1219764,-2.049804,125.400002,111585697,3.549995
3/3/2020,466.25,4582866,-7.950012,6386.049805,849199,-100.899903,130.350006,86765576,-4.950004
3/4/2020,474.649994,5912943,-8.399994,6384.350098,904360,1.699707,126.199997,97546902,4.150009
3/5/2020,479.299988,4081050,-4.649994,6365.950195,645853,18.399903,125.75,87795649,0.449997
3/6/2020,471,4502562,8.299988,6445.950195,1140899,-80,114.199997,83971462,11.550003
3/9/2020,463.200012,4540694,7.799988,6201.100098,1082030,244.850097,105.699997,81549809,8.5
3/11/2020,451.600006,5104905,11.600006,6146.299805,937029,54.800293,98.900002,111146790,6.799995
3/12/2020,423.350006,9408350,28.25,5643.149902,1345964,503.149903,88,143550830,10.900002
3/13/2020,428.850006,6230411,-5.5,5838.600098,1480205,-195.450196,89.75,106151311,-1.75
3/16/2020,391.799988,3156508,37.050018,5480.25,933412,358.350098,82.949997,73702778,6.800003
3/17/2020,373.399994,4526913,18.399994,5603.950195,1238640,-123.700195,77.949997,71842549,5
3/18/2020,346.399994,6595508,27,5352.649902,973395,251.300293,75.5,70105052,2.449997
3/19/2020,314.200012,10486153,32.199982,4819.549805,2554559,533.100097,72.949997,68122549,2.550003
3/20/2020,322.600006,8819518,-8.399994,5079.200195,1614552,-259.65039,77.300003,86043342,-4.350006
3/23/2020,293.399994,6001358,29.200012,4220.350098,1531965,858.850097,66.199997,34184325,11.100006
3/24/2020,269,6690908,24.399994,4486.450195,1746431,-266.100097,68.550003,49551990,-2.350006
3/25/2020,277.850006,9393732,-8.850006,5005.950195,1728819,-519.5,70.25,57713806,-1.699997
3/26/2020,285.5,7557558,-7.649994,4878,1338787,127.950195,70.800003,63821068,-0.550003
3/27/2020,294.5,9505126,-9,4646.100098,1339426,231.899902,70.699997,58814757,0.100006
3/30/2020,274.399994,8942833,20.100006,4328.450195,1528082,317.649903,68.150002,35278010,2.549995
3/31/2020,284.950012,6236559,-10.550018,4288.299805,2140261,40.15039,71.050003,46157286,-2.900001
4/1/2020,272.850006,5980392,12.100006,4246.350098,1323842,41.949707,67.949997,38149007,3.100006
4/3/2020,280.700012,6961905,-7.850006,4011.5,1724808,234.850098,65.300003,35346301,2.649994
4/7/2020,321,10795407,-40.299988,4553.649902,2688172,-542.149902,67.25,42066469,-1.949997
4/8/2020,326.399994,8451195,-5.399994,4698.100098,2798833,-144.450196,67.599998,82179303,-0.349998
4/9/2020,381.399994,11027315,-55,5326.649902,3786650,-628.549804,74.599998,112677273,-7
4/13/2020,362.850006,7717484,18.549988,5283.149902,2192268,43.5,74.25,70409900,0.349998
4/15/2020,353.149994,11300538,9.700012,5094.299805,2094519,188.850097,72.900002,81121081,1.349998
4/16/2020,356.700012,6155773,-3.550018,5130.799805,1752169,-36.5,74.650002,47910164,-1.75
4/17/2020,363.200012,6178483,-6.5,5505,2192902,-374.200195,76.849998,58333485,-2.199996
4/20/2020,355.850006,4834154,7.350006,5331.350098,1555307,173.649902,80.449997,125425355,-3.599999
4/21/2020,332.049988,8003757,23.800018,5001.100098,1843169,330.25,74.650002,58248325,5.799995
4/22/2020,340.200012,9071476,-8.150024,5180.850098,1991584,-179.75,75.900002,56529293,-1.25
4/23/2020,347.5,6738333,-7.299988,5156.350098,1454061,24.5,75.650002,50366856,0.25
4/24/2020,334.299988,5754928,13.200012,5045.649902,1070808,110.700196,74.199997,40047438,1.450005
4/27/2020,330.299988,5770537,4,5056.350098,1432313,-10.700196,75.25,27835340,-1.050003
4/28/2020,335.950012,4244512,-5.650024,5052.700195,1172062,3.649903,76.949997,34825405,-1.699997
4/29/2020,348,7748491,-12.049988,5068.450195,1038094,-15.75,78.150002,40784783,-1.200005
4/30/2020,366.649994,7422465,-18.649994,5358.799805,2341081,-290.34961,93.25,170634033,-15.099998
5/4/2020,357.049988,7125034,9.600006,4886.299805,1742771,472.5,83.900002,91159477,9.349998
5/5/2020,368.149994,13401536,-11.100006,4829.850098,1570620,56.449707,80.900002,57122148,3
5/6/2020,387.149994,7015473,-19,4843.25,2214528,-13.399902,83.199997,53739248,-2.299995
5/7/2020,400.649994,12971483,-13.5,4749.299805,1530808,93.950195,82.5,31159970,0.699997
5/8/2020,386.700012,9444781,13.949982,4654.149902,1828141,95.149903,81.050003,35362751,1.449997
5/11/2020,390.100006,7658595,-3.399994,4937.799805,3176473,-283.649903,86.099998,152588401,-5.049995
5/12/2020,393.049988,4686856,-2.949982,4951.299805,3124672,-13.5,86.199997,77551590,-0.099999
5/13/2020,413.049988,7361621,-20,5036.100098,3304845,-84.800293,87.199997,68086031,-1
5/14/2020,400.450012,4765875,12.599976,5114.049805,2590674,-77.949707,83.800003,46340453,3.399994
5/15/2020,381.299988,14226503,19.150024,5100.399902,2182462,13.649903,84.349998,38592209,-0.549995
5/18/2020,377.200012,7717665,4.099976,4720.950195,3164086,379.449707,80.650002,44221170,3.699996
5/19/2020,382.899994,5950003,-5.699982,4805.299805,2108177,-84.34961,81.800003,65378983,-1.150001
5/20/2020,405.049988,10608175,-22.149994,4891.950195,1518296,-86.65039,83.449997,36351053,-1.649994
5/21/2020,408.299988,6249309,-3.25,5050.100098,1868166,-158.149903,84.099998,37290144,-0.650001
5/22/2020,426.350006,10016203,-18.050018,5134.299805,1935875,-84.199707,82.800003,29252676,1.299995
